Subject,Release,Acquisition,Gender,Age,PicVocab_AgeAdj,ProcSpeed_AgeAdj,AngAffect_Unadj,AngHostil_Unadj,AngAggr_Unadj,FearAffect_Unadj,FearSomat_Unadj,Sadness_Unadj,LifeSatisf_Unadj,MeanPurp_Unadj,PosAffect_Unadj,Friendship_Unadj,Loneliness_Unadj
742549,S500,Q06,M,26-30,107.3027,118.18,52.5,47.8,63.2,61.8,73.8,52.7,49.5,40.4,42.7,46.3,59.1
743248,S900,Q05,M,31-35,117.1,95.81,49.8,60.9,43.4,46,54.3,53.4,42.2,31.5,33.2,42.7,57.6
744553,S900,Q11,F,31-35,105.2944,100.43,28.6,36.6,43.4,35.9,44.8,34.2,62.8,64.4,65.9,61.2,37.6
745555,Q3,Q04,F,31-35,88.64,96,49,49,53.2,43.7,47.2,46.1,50.5,57.6,50.2,47.7,43.6
748056,S900,Q10,M,31-35,121.4014,102.2,56.6,50.8,68.4,58.3,68.2,55,48,40,40.7,40.9,56.2
748258,Q2,Q03,F,22-25,98.23,118.19,42.6,47.1,67.5,42.7,44.8,43.3,57.3,50,52.7,56,46.4
748662,S500,Q05,F,31-35,110.92,88.92,44.1,59.5,43.4,53.7,59.9,42,60.3,47.9,50.2,52.9,37.6
749058,S900,Q11,M,22-25,117.2996,127.45,42.4,61.7,43.4,42.3,49.8,42.2,53.1,45.9,52.7,49,47.4
749361,Q3,Q03,F,26-30,111.84,110.92,54.6,62.8,43.4,57.4,51.5,52.5,40.1,37.9,42.1,55.9,62.2
751348,Q3,Q03,M,26-30,117.27,90.77,44.5,49,64.9,46.7,54.4,39.6,64.7,60.6,60.1,51.4,53.7
751550,S900,Q10,F,26-30,124.3482,81.57,42.8,51.5,58.9,54,46.3,48.1,60.1,52.2,43.8,52,52
753150,S900,Q10,M,22-25,108.4447,99.57,52.8,53.6,53.7,56.5,46.4,48.1,43.1,46.1,44.4,40.8,53.7
753251,Q2,Q02,M,26-30,113.68,115.38,45.1,40.9,43.4,32.9,52.7,39,60.1,58.7,50.2,44.8,55.5
756055,Q3,Q03,M,22-25,89.76,82.1,58.8,47.1,55.8,51.2,52.1,46.7,52.6,53.9,54.7,46,49.6
759869,S500,Q05,M,31-35,124.72,95.47,46.3,40.5,52.2,43.9,44.8,38.5,57.7,50,46.2,51.8,47.7
761957,Q3,Q03,F,26-30,111.39,120.42,59,53.6,56.9,56,53,49.9,55,63.4,48.4,45.1,53.7
765056,Q3,Q03,M,26-30,138.23,96.45,56.6,54.8,66,57.7,53.6,49.9,55,57.7,56.4,52.5,54.5
766563,S900,Q11,M,26-30,110.3022,94.38,59,58.3,68.8,57.6,56,55,68.2,50,44.4,46.1,56.2
767464,S900,Q9,F,26-30,110.5864,83.22,52.8,54.8,49.8,53.7,54.7,44.7,49.7,45.9,52.7,56.5,49.6
769064,S900,Q10,M,26-30,123.157,74.17,41.5,53,65.1,44.3,52.1,42.1,53.1,46.5,52.7,48.7,49.6
770352,S500,Q04,F,26-30,112.15,94.21,44.3,48.9,51.2,51.2,50.8,34.2,62.8,60.6,57.2,45.3,47.4
771354,S500,Q04,F,26-30,132.36,121.43,42.4,49.7,53.2,56,59.6,42.6,48,36.5,46.5,45.8,55.5
773257,S900,Q10,M,26-30,116.907,108.74,49.5,45,52.2,51.9,67.5,43.6,55,52.2,50.2,55.2,37.6
779370,S500,Q04,F,26-30,98.26,108.32,47.5,45.6,56.6,49,54.8,38.9,57.1,50,44.4,61.9,37.6
782157,S500,Q05,M,26-30,67.62,94.32,59,60.4,62,63.3,58.3,62.2,43,45.2,54.1,49.8,53.7
782561,S500,Q06,F,31-35,99.82166,128.38,40.2,56.3,52.2,41.2,40.1,39.4,69.3,55.5,55.1,45.5,52
783462,MEG2,Q08,M,22-25,113.1758,129.22,44.3,40.5,51.9,52.9,49.8,43.3,56.1,61.5,55.1,50.8,47.4
784565,S500,Q06,F,26-30,114.33,89.72,51.3,46.2,57.9,57.7,56.9,51.2,60.1,57.5,48.4,47.4,50.3
786569,S500,Q04,F,31-35,85.19,111.14,52.8,58.6,52.2,51.4,61.2,49.4,43.1,50,50.2,37.5,53.7
788876,Q2,Q02,F,31-35,105.4,113.24,56.3,55.2,43.4,49.3,57.4,38.9,47.8,53.9,52.3,41.9,52
789373,S500,Q06,M,26-30,106.3514,131.89,46,55.1,55,41.4,40.1,42.4,57.7,42.4,46.2,44.6,53.7
792564,Q1,Q01,F,31-35,102.12,104.68,44.3,45.2,43.4,54.2,40.1,34.2,62.8,53.6,48.4,66.5,37.6
792766,S500,Q04,M,31-35,110.73,107.25,49.4,53.8,54.2,46.3,45.3,42,51.8,47.5,52.7,49.8,57.8
792867,S900,Q12,M,36+,114.5042,104.04,54.9,48.3,49.8,51.2,54.3,46.1,40.1,50,38.2,46.6,44.9
793465,S900,Q10,M,22-25,103.1228,116.46,52,36.6,43.4,51.2,54.8,43,56.2,60.6,42,61.3,37.6
800941,S900,Q10,M,26-30,104.5145,128.38,50,53.7,64.9,49.2,45.3,47.9,59.7,57.4,65.1,66.5,37.6
802844,S500,Q06,F,22-25,84.8568,97.87,38,60.1,68.1,32.9,47.1,38.8,48,50,50.2,33.5,66.5
803240,S900,Q9,M,22-25,104.5398,134.24,57.1,36.6,43.4,53.9,40.1,44.4,60.3,57.6,42.7,47.9,55.8
810439,S900,Q08,M,26-30,116.0352,134.24,71.1,49.3,60.2,45.5,55.3,54.8,52.6,40.8,50.2,51.9,49.6
810843,S900,Q11,M,31-35,116.1771,98.75,38,63.1,60.5,38.2,51.5,34.2,55,57.8,62.9,66.5,37.6
812746,S900,Q11,M,22-25,72.34254,87.33,58.6,63.9,69.8,51.2,52.7,44.5,64.5,53.8,65.1,61.9,51.2
814649,S500,Q05,M,26-30,109.57,108.52,46.1,40.9,62.5,46,56.8,43.7,53.1,48.1,57.1,54.9,37.6
816653,S500,Q04,F,22-25,110.6,108.63,50.3,51.5,43.4,51.2,57.8,45.6,57.1,53.6,50.2,58.9,37.6
816855,S900,Q08,M,26-30,119.2244,80.54,47.1,47.1,60.6,44,50.5,45.6,49.7,52.2,50.2,58.5,47.4
818859,S900,Q08,M,31-35,114.6078,109.72,63.9,55.5,43.4,51.2,51.8,57.5,47.5,42.4,33.2,45.4,56.2
820745,S900,Q07,M,31-35,102.7435,93.58,52,58.9,43.4,51.2,54.2,48.2,52.6,40.4,48.4,34.3,49.6
822850,S900,Q05,M,26-30,115.68,74.12,50,64.2,52.2,42.3,51,55,55.2,40.5,42,54.9,51.6
825048,MEG2,Q07,F,31-35,106.7696,93.58,45.1,48,51.2,49,61,48.2,47.6,43.9,50.2,36.4,56.2
825351,S900,Q9,M,26-30,134.195,97.87,46.8,51.9,61.2,52.9,51.8,49.9,55,53.5,40.3,49.5,49.6
826353,Q1,Q01,F,26-30,121.27,110.4,43.9,47.3,43.4,58,62.8,51.2,57.7,38.8,44.7,34.1,56.5
826454,S500,Q06,F,26-30,145.0916,101.27,43.9,36.6,43.4,52.9,40.1,44.7,57.1,52.2,44.4,61.8,53.8
833148,S500,Q05,M,26-30,118.89,94.68,49,54.4,43.4,49.2,47.2,51,45.2,47.8,45.9,42.4,56.2
833249,S500,Q04,F,26-30,101.72,90.62,55.8,55.4,43.4,51.2,54.3,47.6,54.4,53.6,50.2,49.8,53.7
835657,S900,Q11,F,31-35,94.90015,90.05,58.4,68.4,53.2,55,69.1,57.6,37.4,32.7,53.9,51.9,55.7
837560,S500,Q05,M,26-30,113.35,83.46,54.8,64,52.2,54.4,66.7,56.7,45,44.5,42.2,42.3,64
837863,S900,Q11,M,26-30,119.7538,104.04,28.6,45.4,57.2,40.6,46.5,41.5,62.9,58.6,55.7,51.7,53.5
837964,S500,Q06,F,31-35,102.1229,95.29,56.4,40.5,52.2,65.6,76.4,54.3,57.1,64.3,52.7,46.4,53.7
841349,S900,Q10,F,26-30,108.6063,96.12,52.9,59.4,62.5,51.4,58.8,48.2,55,54.5,60.2,43.6,54.1
843151,S900,Q11,M,26-30,129.6007,94.38,54.3,58.3,43.4,74.6,63.7,58.4,45.5,36.2,48.4,35.5,64.9
844961,S900,Q08,F,31-35,107.969,81.57,50.3,57.8,43.4,55.1,40.1,45.6,55,50,48.4,47,51.9
845458,S500,Q06,F,31-35,107.2379,86.51,52,58.7,62.3,53.1,54.3,43,51.1,42.1,60.1,50.5,52
849264,S900,Q10,F,31-35,97.60052,86.51,48,59.3,73.9,43.6,40.1,46.1,45.5,42.1,50.2,50.6,53.7
849971,S500,Q05,M,22-25,122.21,91.42,39.6,36.6,43.4,42.9,40.1,49.9,57.7,56.1,68,66.5,53.1
852455,S900,Q08,F,26-30,112.9753,117.3,60.1,54.5,54.3,63.3,52.7,71.1,36.7,36.8,38.1,35.8,71.7
856463,S900,Q9,F,31-35,88.69051,78.35,42.4,36.6,43.4,46.8,47.2,34.2,62.8,51.7,58.7,61.4,37.6
856766,Q1,Q01,F,31-35,75.94,105.78,38.8,56.7,43.4,53.7,63.4,42,57.1,55.7,61.6,47.8,57.8
856968,S900,Q10,M,31-35,139.7686,137.66,55.6,57.4,49.8,51.2,63.2,43.8,68.4,57.4,61.5,42.7,59.2
857263,Q2,Q02,M,22-25,68.58,81.06,31.6,58,43.4,36.8,40.1,41.7,65.7,63.6,58.7,54.8,46.4
859671,Q1,Q02,F,31-35,113.57,98.82,45.6,49,55,51.2,56.9,45.6,51.2,53.8,48.4,55.6,52
861456,Q1,Q01,F,31-35,101.84,104.7,28.6,36.6,43.4,37.9,40.1,34.2,67.8,71.6,61.7,49.8,37.6
865363,Q1,Q01,M,22-25,104.75,99.31,36.3,48,43.4,47.2,54.7,38.9,74.6,60.8,56,66.5,37.6
867468,S900,Q07,M,22-25,77.77473,104.97,56.8,54,43.4,54.4,65.8,45.8,49.6,56.2,55.7,54.8,59.5
870861,S900,Q9,M,31-35,112.628,117.3,48.7,47.2,56.6,51.9,49.8,46.1,64.5,50.9,50.7,55.6,37.6
871762,S500,Q06,M,26-30,123.9108,83.82,33.3,45.8,57.2,39.6,57.3,38.5,56.1,55.8,57.1,55.3,37.6
871964,Q3,Q03,M,26-30,144.63,91.31,46.8,52.5,43.4,52.1,56.9,51.2,60.1,50,42.9,43,58.1
872158,Q2,Q02,F,26-30,120.46,112.31,56.6,51.6,43.4,54,53,49.9,65,53.9,58.7,44,50.1
872562,S900,Q08,F,31-35,116.9001,78.35,45.8,53.3,43.4,51.4,54.1,44.8,58.7,42.4,50.2,57.9,53.8
872764,S500,Q06,F,26-30,113.51,113.54,40.2,47.1,53.2,49.6,51.7,42.2,74.6,66.4,58.2,45.7,49.2
873968,S900,Q06,F,22-25,140.0933,96.12,44.1,40.5,43.4,51.2,45.3,48.1,62.5,58.6,54.6,61.3,50.3
876873,S900,Q08,F,26-30,77.6927,117.3,45.4,65.9,66.4,55.7,40.1,51.7,37.3,46.3,46.1,25.1,55.2
877168,Q1,Q01,F,31-35,110.74,93.04,40.9,42.8,43.4,46.2,46.3,43.6,62.8,68.1,55.7,62,37.6
877269,S500,Q05,F,22-25,86.19,97.53,49.8,52,43.4,55.5,40.1,57.5,38.6,48.8,36.2,39.7,52
878574,S900,Q03,F,26-30,120.18,96.86,72.3,64.6,63.6,69.4,59.3,60.6,47.9,36.8,37,39.8,62.1
878776,S900,Q10,M,22-25,120.6382,139.3,52.2,55.9,55,42.6,56.9,44.8,57.7,46.5,48.4,47.6,50.4
880157,S900,Q08,M,31-35,115.2245,136.19,47.5,40.5,43.4,51.2,50.5,46.1,60.5,63.3,52.7,49.8,49.6
882161,S900,Q07,F,26-30,94.3036,86.51,40.8,52.7,58.4,43.7,44.8,45,50.9,50,46.1,47.7,53.7
884973,S900,Q11,F,31-35,81.95576,84.87,52.5,53,43.4,44.8,49.8,54.3,37.4,49.1,50.2,53.1,54.5
885975,Q2,Q02,F,26-30,117.44,92.31,52.6,48.1,43.4,55.1,51.7,49.4,47.6,37.9,40.3,46.8,57.6
887373,Q2,Q03,F,31-35,106.7,120.55,47.5,38,43.4,46,46.3,55,40.9,46.1,48.4,37.4,62.1
889579,Q1,Q01,M,31-35,116.57,116.16,48.7,49,43.4,49,56.9,49.4,51.2,46.5,43.4,44.6,53.7
891667,S900,Q10,M,26-30,108.4044,85.5,38.9,59.4,43.4,46.3,46.4,38.9,59.1,62.5,55.7,44.7,57.8
894067,S900,Q08,M,31-35,92.17383,131.33,51.3,36.6,43.4,54.4,57.5,43.6,23.7,51.9,50.2,66.5,37.6
894673,Q1,Q02,F,26-30,95.28,92.93,36.9,40.5,55,49.6,56,39.4,60.1,68.2,60.2,44.2,47.4
894774,S900,Q10,M,26-30,146.5971,137.14,31.6,36.6,43.4,32.9,40.1,34.2,64.5,53.6,58.5,54.1,37.6
896778,Q1,Q01,F,31-35,110.04,100.95,44.2,58.5,52.2,46.7,40.1,39.8,62.8,50,52.7,44,37.6
896879,Q1,Q02,M,26-30,85.63,101.68,49,50,70.2,44,40.1,41.4,55,48.1,44.4,59.3,37.6
898176,S500,Q06,M,31-35,120.3815,117.3,49,51.9,52.2,52.9,52.6,48.2,48.8,50.6,40.7,62,52
899885,Q3,Q03,F,26-30,117.39,111.37,56.6,60.3,68.2,53.7,50.4,48.7,41.7,43.2,37.3,40.7,57.8
901038,S500,Q06,M,26-30,86.79604,126.24,61.9,51.4,66.6,54.4,54.4,42.6,52.6,48.1,42.9,49.8,56.2
901139,Q1,Q01,F,26-30,112.78,118.08,42.4,41.4,43.4,51.4,54.7,48.7,57.1,51.9,50.2,66.5,37.6
901442,S500,Q06,F,26-30,115.3004,102.2,44.2,44.8,43.4,49,40.1,34.2,62.5,62.9,61.6,41.3,52
904044,Q3,Q03,F,31-35,105.93,100.96,28.6,36.6,43.4,46,40.1,34.2,74.6,66.3,65,50.6,44.9
907656,S500,Q06,F,31-35,99.90405,109.72,49,66.2,66,45.7,40.1,48.1,44,46.5,48.4,39.8,57.8
910241,S500,Q05,M,26-30,108.17,90.66,47.5,53.5,49.8,51.2,44.8,51.7,57.1,71.6,50.2,51.9,60.4
910443,S900,Q11,F,26-30,120.5435,125.28,44.6,51.4,62.4,40.4,50.4,34.2,60.1,50,61.9,66.5,37.6
912447,S500,Q06,M,26-30,106.6274,101.27,43.3,64,68.8,58.3,54.3,54.7,58.7,48.5,48.4,37,54.9
912548,S900,Q05,F,31-35,94.2,115.78,31.6,40.5,43.4,82.5,81.2,42,62.8,60.7,51,47.3,47.4
917255,Q1,Q02,M,31-35,110.68,108.6,52,42.8,43.4,49,40.1,48.1,57.1,50,50.2,43.4,54.9
917558,S900,Q12,F,31-35,103.0628,120.69,46,43.3,55.2,53.1,44.8,42.8,48,52.2,50.2,38.1,53.7
919158,S900,Q12,F,31-35,97.62114,134.92,51.3,47.9,43.4,51.2,56.9,53.4,70.1,57.6,50.2,49.8,63.8
919966,S900,Q11,F,31-35,85.92419,136.19,40.5,53.8,43.4,46,46.5,46.1,58.7,58.6,48.4,46.6,37.6
922854,S500,Q07,M,26-30,104.2956,136.19,41.1,36.6,54,41.7,40.1,40.7,74.6,71.6,48.4,66.5,37.6
923755,S900,Q10,F,26-30,99.65877,119.1,56.9,47.1,60.8,44,51,48.1,55,50.6,56.8,35.7,52
926862,S900,Q9,M,26-30,119.1002,56.69,51,45.7,60.7,50.8,48.9,43,52.6,50,42,44.4,52
927359,S900,Q07,M,22-25,102.8285,118.18,46.3,40.5,52.2,43.7,54.7,38.9,62.5,58.6,50.2,55.6,37.6
930449,S500,Q05,F,22-25,105.12,105.46,43.7,49.3,43.4,48.5,55.4,39.8,60.1,46.1,60.1,44.8,56.2
932554,Q2,Q02,M,26-30,111.47,94.31,46,59.5,56.8,44,40.1,46.1,48.3,50.6,50.2,56.2,37.6
937160,Q1,Q01,M,26-30,109.26,107.86,40.3,42.8,58.4,38.3,56.9,34.2,60.3,57.7,57.8,55.2,37.6
940553,S900,Q12,M,22-25,69.89288,61.27,63.4,45.2,60.5,63.3,59.2,62.2,35.6,41.6,24.1,34.7,70.4
942658,S900,Q08,M,26-30,117.0237,137.66,41,40.5,52.2,51.9,56.9,42.7,69.6,50,71.6,58.9,47.4
946666,S900,Q05,M,31-35,117.49,113.35,54.3,52.2,65.3,46,50.5,43.4,54.4,50,48.4,55.5,37.6
947668,S900,Q08,F,26-30,114.4066,105.92,55,67.8,43.4,63.3,63.9,57.6,50.9,44.7,40.8,35.8,63.4
951457,Q3,Q03,F,31-35,98.9,106.99,52.8,43.6,43.4,49,56.9,55,36.8,43.9,48.4,49.5,53.8
952863,S900,Q10,F,22-25,95.35282,89.14,49.6,48.7,43.4,56.5,50.5,48.5,70.9,71.6,71.6,66.5,37.6
953764,S900,Q10,F,31-35,98.94682,144.44,38.7,42.8,43.4,46,47.1,42.3,57.1,53.6,50.2,48.7,47.4
955465,S900,Q08,M,26-30,88.71889,110.48,47.2,56.6,59.9,44.3,44.8,46.1,55,59.7,50.2,48.9,47.4
957974,S500,Q04,F,26-30,112.05,97.67,37.9,53.8,43.4,46,46.5,45.7,44.4,52.2,50.2,39.1,53.7
958976,S500,Q05,M,26-30,116.51,92.04,46.3,48.4,57.8,54,56.9,58.4,52.6,35.4,42.3,26.4,72.6
959574,Q3,Q03,F,26-30,126.73,116.81,51.1,48.5,43.4,57.7,54.4,49.4,55,56.1,61.4,50.9,52
965367,S500,Q07,M,31-35,100.5589,131.33,47.5,36.6,43.4,51.2,40.1,38.9,43,50,57.1,45.9,44.9
965771,S500,Q05,M,31-35,83.46,101.1,41.9,61.1,62.2,46,40.1,38.9,59.7,54.8,50.7,55.1,44.9
966975,S900,Q12,M,22-25,79.49722,112.44,44.1,50.3,43.4,54.9,40.1,42.1,52,53.5,50.2,57.4,47.4
972566,S900,Q11,F,31-35,113.7575,144.44,48.5,58.4,73.1,51.2,62.4,47.6,45.3,40.8,33.2,48.7,61.1
978578,Q3,Q04,F,31-35,112.2,91.25,50.6,63.4,53.2,56.5,53.3,51.3,47.6,40.8,52.7,36.8,57.6
979984,S500,Q07,F,31-35,110.5065,68.15,48.1,54,61.1,62.1,68.9,46.1,55,45.9,46.2,49.4,58.5
983773,S500,Q05,M,26-30,145.09,103.49,57,63.4,54,53.1,59.7,45.6,42.5,38.6,48.4,54.5,49.6
984472,Q2,Q02,F,26-30,121.82,109.58,38.1,36.6,43.4,57,51,34.2,60.1,56.5,48.4,55.6,52.1
987983,S500,Q04,F,26-30,117.18,91.14,46,53.2,56.9,45.7,54.4,42.8,55,48.1,46.5,50.9,52
990366,S900,Q10,M,22-25,107.4737,138.01,46.2,53,49.8,46,55.5,48.1,55,50.5,46.5,47.7,53.7
991267,S500,Q06,M,26-30,115.11,114.97,50.6,49.1,62.1,49.3,50.3,54.3,51.4,42.4,37.3,47.6,58.1
992673,S900,Q12,F,31-35,108.6076,91.83,48.4,36.6,43.4,51.2,44.8,41.5,67.8,64.3,50.2,49.8,50.3
992774,Q2,Q02,M,31-35,87.94,107.51,43.8,51.5,43.4,46.7,40.1,42.6,44.4,50,48.4,47.5,49.6
993675,S900,Q9,F,26-30,140.0933,99.57,49.8,48.9,43.4,53.7,53.6,50.8,51.4,59.8,46.2,50.7,53.7
994273,S500,Q06,M,26-30,113.9377,63.93,50.2,55.5,65,56,44.8,43.3,43,38.8,46.5,55.2,53.7
996782,S900,Q08,F,26-30,139.6127,82.24,52,48.9,53.7,51.2,44.8,45.6,67.7,42.4,57.2,51.7,52
