Subject,Release,Acquisition,Gender,Age,PicVocab_AgeAdj,ProcSpeed_AgeAdj,AngAffect_Unadj,AngHostil_Unadj,AngAggr_Unadj,FearAffect_Unadj,FearSomat_Unadj,Sadness_Unadj,LifeSatisf_Unadj,MeanPurp_Unadj,PosAffect_Unadj,Friendship_Unadj,Loneliness_Unadj
192439,Q1,Q01,F,31-35,78.04,96.69,64.4,52.6,52,69.4,49.8,65.1,28.1,40.8,21.9,49.8,59.7
192540,Q1,Q01,F,26-30,94.27,94.2,28.6,42.4,43.4,54,58.3,38.9,59.7,50,52.7,52,47.4
192641,MEG2,Q07,F,31-35,112.9982,124.42,43,53,62,43.7,40.1,38.1,64.5,53.6,63.7,48.7,53.7
192843,S500,Q05,M,26-30,117.03,82.02,54.4,48,49.8,51.2,58.5,51.3,55,50,55.7,51.1,53.8
193239,Q2,Q02,F,26-30,78.81,120.13,44.5,60.2,43.4,51.2,40.1,45.5,55,50,55.7,44.6,54.1
193441,S900,Q07,M,26-30,106.631,96.12,59.3,61.3,65.8,56,64.4,45.7,54.9,50,50.2,40.9,53.7
194140,Q1,Q01,F,26-30,84.92,96.84,42.5,51.4,43.4,46.9,46.4,50.8,47.2,55.7,50.6,53,44.9
194645,S500,Q06,M,26-30,88.18571,50.59,52,55.5,60.8,51.2,56.8,51.3,57.1,47.8,42,47.7,53.7
194746,S900,Q07,M,31-35,112.6158,83.22,40,54.6,51.8,51.7,52.7,34.2,60.1,56.5,61.9,47,49.6
194847,S500,Q04,F,31-35,107.83,104.02,54.1,51.1,43.4,51.2,50.4,48.1,55,52.2,61.8,59.3,47.4
194948,S900,Q04,F,31-35,114.87,97.78,59.2,45.6,54.2,56,50.5,45.6,60.1,57.8,50.8,48.9,59.3
195041,S500,Q07,F,31-35,101.1482,124.42,36.4,36.6,56.4,37.9,54.1,44.8,57.7,50.8,57.2,49.8,37.6
195445,S900,Q9,F,26-30,114.4258,97.87,55.7,60.6,56.9,59.6,60,51.3,40.1,34.1,45,31.7,73
195647,Q2,Q02,F,31-35,104.19,102.06,57.1,60.2,43.4,57.5,61.1,57.5,42.6,48.5,42,66.5,52.2
195849,S500,Q05,M,22-25,101.91,87.9,43.2,40.5,65.9,38.8,50.3,39.4,42.2,63.1,55.4,52.9,43.6
195950,S900,Q10,M,26-30,86.61907,95.29,39.6,57.2,58.9,53.7,47.1,34.2,45.1,57.8,48.4,58.2,37.6
196144,Q2,Q02,F,31-35,95.43,100.82,57.1,64.4,56.8,59.6,53.5,55,44.8,43.9,36.2,38.5,53.7
196346,S900,Q11,M,26-30,110.9818,101.27,28.6,53.8,50.8,32.9,40.1,34.2,57.1,50,50.2,47.7,53.7
196548,S900,Q03,M,22-25,106.28,70.21,43.3,53.9,58.2,50.6,54.8,45.8,55.3,44.1,44.4,52.5,50.1
196750,Q3,Q03,F,26-30,96.26,118.44,52,53.7,49.8,56,63.9,60.3,40.1,37.9,44.4,33.5,62.2
197348,S500,Q06,F,26-30,121.8297,117.3,46.3,50.9,43.4,53.7,58.5,46.1,53.1,57.4,48.4,46.6,61.1
197449,Q3,Q04,F,22-25,85.66,77.15,51.6,55.1,59.5,51.2,61.7,55,47,50,48.1,49.8,56.2
197550,Q1,Q01,F,26-30,102.87,104.78,65,63,54.3,60.9,46.3,76.9,30.6,37.9,35,23.9,76.1
197651,S500,Q04,F,31-35,108.08,116.82,53.5,49.2,43.4,48.7,40.1,51.2,57.1,53.6,40.8,50.7,49.6
197954,S500,Q05,F,31-35,98.27,109.7,62.4,61.7,73.2,55.1,61.6,52.7,51.2,42.5,42,42.9,54.3
198249,S900,Q08,M,26-30,105.7618,118.18,36.8,47.1,67.1,32.9,47.2,34.2,55,50.6,52.7,58.6,37.6
198350,S500,Q05,M,31-35,119.71,116.32,48.9,52.3,43.4,46,50.5,43.6,55.6,55.6,45,47.9,55.3
198451,Q3,Q03,M,26-30,111.03,105.63,58.9,54.7,51.2,64.9,57.9,64,52,45.2,56.5,30.4,61.3
198653,S900,Q10,M,22-25,103.5035,136.71,54.9,59.6,55.1,43.9,60.8,55.4,54.9,37.9,45.9,49.3,63.8
198855,S500,Q05,M,26-30,91.48,85.36,49.8,36.6,43.4,32.9,46.4,44.2,53.4,50,50.2,66.5,47.7
199150,Q1,Q01,F,26-30,92.54,80.97,48.4,36.6,43.4,51,54.9,34.2,60.1,68.9,58.7,57,37.6
199251,Q1,Q01,F,31-35,111.93,110.4,52.8,41.4,43.4,48.7,47.2,44.2,60.3,55.9,50.8,45.3,43.6
199453,S500,Q05,M,22-25,116.44,103.48,32,42.8,43.4,46,46.4,45.5,57.3,57.8,52.7,50.5,44.9
199655,Q3,Q03,M,31-35,93.41,97.16,51,51.4,68.7,51.2,46.4,51.2,51.8,44.2,43.6,50.2,54.2
199958,S500,Q05,M,31-35,113.19,93.28,52.3,62.6,67.9,49.2,50.9,34.2,47.6,42.1,54.1,41.3,51
200008,S900,Q9,F,26-30,116.6181,90.05,52,45.1,43.4,56,54.4,55,47.9,58.7,46.2,52.6,49.6
200109,S500,Q06,F,31-35,104.3425,149.3,45.6,45,43.4,51.2,54.7,43.3,57.1,51.9,52.1,66.5,43.1
200210,S900,Q11,M,26-30,133.1794,92.66,47.2,45.4,43.4,52.1,44.8,48.7,57.7,43.4,50.8,54.8,49.3
200311,S900,Q9,M,31-35,132.3094,70.51,47,47.2,52.5,46,50.5,45.6,57.7,56.9,50.1,53.4,54.5
200614,Q1,Q01,F,31-35,102.78,112.91,41.9,40.5,43.4,49,45.3,39.8,74.6,65.5,63,66.5,37.6
200917,S900,Q10,F,22-25,113.8785,103.13,48.5,57.7,49.8,51.2,56.9,42.8,55,46.3,50.2,66.5,47.6
201111,Q1,Q01,M,26-30,96.36,94.3,64,66.5,66.7,59.8,49.8,62.5,41,46.7,40.3,45.4,68
201414,Q3,Q04,F,22-25,122.75,83,41.9,48.8,53.1,49.3,56.9,39.4,62.8,62.9,64.6,52.5,43.1
201515,S900,Q9,M,26-30,126.0458,130.65,37.7,36.6,56.8,32.9,40.1,39.6,64.5,62.5,58.5,52.5,37.6
201717,S900,Q03,M,22-25,128.6437,61.18,50.5,43.6,66.5,53.6,56.9,44.2,50.9,52.2,50.2,50.9,56.2
201818,S500,Q05,F,26-30,117.51,94.25,48.1,55.7,49.8,45.7,46.4,43.6,57.1,57.6,46.1,38.7,63.8
202113,S900,Q10,F,22-25,109.5578,131.89,52.5,51.4,50.8,48.7,53.6,42.6,44.1,42.5,50.2,56.5,52
202719,S900,Q11,M,22-25,114.5555,130.65,28.6,36.6,43.4,32.9,40.1,34.2,74.6,71.6,71.6,66.5,37.6
203418,S500,Q04,M,26-30,130.91,104.68,54.8,59.4,53.2,54.4,46.5,53.4,47,45,42.3,49.2,55.2
203721,S900,Q06,F,31-35,105.36,91.73,43.9,45.7,43.4,56.2,66,48.2,51.8,52.2,57,55.7,37.6
203923,S900,Q9,F,26-30,89.31237,70.51,54.4,40.5,60.6,56,56.3,62.2,57.1,50,50.2,55,50.3
204016,S500,Q06,F,22-25,113.3498,91.83,49,57.2,43.4,52.1,67.8,48.1,60.1,51.9,52.7,51.9,53.7
204117,S900,Q05,F,26-30,75.04,79.46,41.4,36.6,43.4,55.5,51,55,55,51.9,52.2,42.7,61.9
204319,S900,Q08,F,26-30,116.6099,130.65,60.7,63.3,60.1,56,62,46.1,55,47.8,48.4,53.6,55.2
204420,S900,Q9,F,26-30,107.9117,99.57,33.8,61.5,53.7,32.9,47,34.2,46.5,40.9,40.3,39.9,62.1
204521,S500,Q07,F,31-35,89.55637,86.51,48.5,36.6,53.1,43.7,53,39.1,53.1,50,52.1,47.7,37.6
204622,S900,Q9,F,26-30,91.46719,73.5,37.1,44.8,43.4,32.9,40.1,34.2,62.8,71.6,50.2,61.3,49.6
205119,Q2,Q03,M,31-35,111.14,76.93,41.5,42.8,43.4,44.3,52.2,42.2,44.8,48.8,48.4,58.2,43.4
205220,S500,Q05,F,26-30,117.54,120.62,45.7,36.6,43.4,40.6,40.1,34.2,59.1,50,52.7,66.5,37.6
205725,Q2,Q02,F,22-25,117.39,129.54,51.3,58.1,43.4,53.7,63.3,51,51.7,52.2,36.8,34.5,67.2
205826,Q3,Q03,M,31-35,112.78,87.22,50.9,48.7,56.2,41.6,56.9,47.6,43.4,45.9,45,43.9,56.5
206222,S900,Q10,M,26-30,113.9972,105.92,59,63.3,63.2,59.7,61,56.3,42.1,46.5,35.1,33.4,71.8
207123,S900,Q10,M,26-30,103.5143,107.94,46.5,36.6,59,41.5,56.8,43.3,53.1,50,50.2,50.6,37.6
207426,S900,Q08,M,26-30,112.2682,112.44,28.6,49,62.7,32.9,40.1,34.2,51.7,50,57.1,50.9,37.6
207628,Q2,Q02,M,31-35,83.35,107,41.3,51.4,43.4,43.7,49.8,34.2,52.6,56.4,67.1,51.1,37.6
208024,S500,Q04,F,31-35,106.7,96.19,49,48,43.4,49.3,60.5,44.2,46.5,57.6,42,61.4,43.4
208125,S900,Q08,F,26-30,117.8262,138.01,48.1,56.9,54.2,53.6,46.3,54.3,40.5,40.8,42,30.7,63.8
208226,Q3,Q03,F,22-25,126.35,91.3,41.9,52.8,43.4,51.2,50.5,38.1,57.1,50,60.2,66.5,43.1
208327,S500,Q06,M,26-30,107.2604,96.97,54.8,53.8,55,54.4,53.4,48.1,50.9,50,48.4,33.4,59.7
208428,Q3,Q04,F,31-35,84.17,76.37,42.9,53,62.6,41.4,40.1,48.7,36.7,31.5,37.9,25.8,63.8
208832,S900,Q04,F,31-35,108.31,120.57,51.8,41.4,49.8,55.7,51,49.2,57.7,57.7,56.9,47.6,37.6
209127,S900,Q07,F,31-35,117.6954,134.92,49.8,53,55.7,56,60.1,51.3,42.6,43.9,42,41.7,53.7
209228,S900,Q08,F,26-30,130.2208,103.13,50.3,53,63.4,51.2,58.5,55,57.1,48.5,44.4,37.6,53.1
209329,S900,Q11,F,31-35,101.4599,111.48,43.8,44.2,43.4,51.2,54.4,41.5,69.1,52,58.2,50.2,52
209834,S500,Q05,F,26-30,94.87,57.61,54.7,63,62.2,65.7,45.3,56.9,39.9,48.3,42,37.9,66.5
209935,Q3,Q03,M,22-25,101.74,87.45,58.5,67.8,63.5,46.9,52.1,55,40.5,31.1,28.6,28.5,64.8
210011,S500,Q05,M,22-25,120.53,97.78,46.8,40.5,43.4,42.3,51.5,41.5,55,40.1,50.8,58.2,44.9
210415,S500,Q06,F,26-30,119.12,91.72,47.5,58.1,43.4,51.9,51.5,43.8,60.1,55.9,52.1,51.2,49.6
210617,Q1,Q02,F,31-35,101.36,106.71,41.3,42.8,43.4,46,54.3,39.4,62.9,61.4,57.2,46.1,47.4
211114,S900,Q06,F,26-30,75.42485,111.48,28.6,42.8,43.4,35.9,40.1,39.6,57.1,64.3,68.7,66.5,37.6
211215,S500,Q04,M,26-30,146.64,111.72,43.4,51.4,56.8,49,40.1,48.2,44.3,52.2,48.4,58.1,59.1
211316,S500,Q06,F,31-35,106.2763,86.51,57,56.3,65.3,55.5,66.3,56.1,50.9,48.1,37.7,37.1,53.7
211417,Q3,Q03,M,36+,113.19,107.29,46,47.1,43.4,51.2,67.5,44.7,65.8,51.9,54.1,47.2,43.1
211518,S900,Q07,F,22-25,101.415,97.87,72.3,65,74.9,63.1,70,61.9,33.3,40.8,42,31.5,73
211720,Q3,Q04,M,31-35,117.53,73.55,49.8,54.4,67.8,52.9,44.8,42.6,60.1,53.6,50.2,50.8,64.3
211922,S500,Q06,F,26-30,84.38243,129.22,61.1,59,43.4,63.3,40.1,61.9,55,48.5,42,44.8,53.8
212015,S900,Q11,M,22-25,121.8853,77.17,42.6,40.9,43.4,52.9,46.4,55,74.6,71.6,71.6,66.5,37.6
212116,S500,Q06,M,26-30,103.8343,122.43,31.6,42.8,60.4,32.9,49.8,34.2,64.5,66.5,71.6,66.5,37.6
212217,S500,Q05,F,22-25,75.4,77.01,60.7,64.4,52.8,53.9,45.3,62.2,43.3,48.5,43.6,48.7,58.1
212318,Q2,Q02,F,31-35,105.37,102.9,52.8,45,43.4,51.2,63.9,43.6,47,50,52.7,57.9,37.6
212419,S500,Q05,F,26-30,112.1,90.55,45.6,48.9,43.4,56,51.8,43.8,57.1,53.6,50.2,49.8,52
212823,S900,Q10,M,22-25,121.9764,116.46,39.9,40.9,43.4,41.1,51.8,34.2,68.2,68.1,67.8,60.9,37.6
212924,S900,Q07,F,26-30,120.8681,112.44,54.9,40.5,64,56.5,62.1,52,60.1,62.6,50.2,57.2,53.5
213421,S900,Q11,F,26-30,101.3903,97.87,42.9,53.4,43.4,51.2,57.4,41.8,47.9,50,64,41.3,43.4
214019,Q2,Q02,F,31-35,100.47,106.18,54.9,54.6,55,53.7,53,51.2,49.3,42.5,42.7,36.6,56.2
214221,Q2,Q03,F,22-25,77.96,77.23,50.2,50.1,70.3,53.7,49.8,56,33,54.4,42,52.1,47.4
214423,Q2,Q02,M,22-25,106.97,95.97,54.8,60.2,67.7,53.7,58,51.2,57.1,48.1,50.2,50.7,52
214524,S900,Q9,M,22-25,104.7822,118.18,51.6,55.5,52.2,54,47,45.8,38,52,42,47.5,62.2
214625,S900,Q11,F,31-35,123.1739,98.75,49,44.2,49.8,58,68,48.2,64.5,59.8,50.2,47.5,57.8
214726,S500,Q06,M,22-25,117.53,93.06,56.6,52.2,66.8,51.2,44.8,53.3,52.6,44.5,42,55.7,47.4
217126,Q3,Q04,M,22-25,94.45,91.01,56.6,55.6,63.5,60.6,63.8,55,41.3,40.8,56.7,49,55.6
217429,Q1,Q01,F,31-35,117.14,101.13,54.1,45.1,43.4,55.7,63,49.9,48,55.7,38.4,58.2,52.5
218128,S900,Q11,M,26-30,108.4899,99.57,52,42.8,53.2,42.6,53,45.8,42.6,50,52.7,49,43.4
220721,S900,Q07,M,26-30,126.2728,136.71,62.4,58.9,64.5,59.8,67.3,62.2,56.4,40.8,42,58.2,63.8
221218,S900,Q08,F,26-30,65.68985,84.87,56.6,67.4,67.4,57.6,51,55.4,48.5,58.3,52.6,46.9,61.9
221319,Q2,Q03,F,26-30,82.62,90.95,52.9,53.7,61.2,63.3,65.6,54.3,48,51.9,42,45.8,56.2
223929,S900,Q9,M,31-35,128.8361,144.44,51.3,51,63.6,41.3,55.2,47.6,64.5,52.2,56.9,47.3,37.6
224022,Q3,Q03,F,26-30,114.48,96.53,48.4,58,63.6,55.5,40.1,49.9,49.7,60,71.6,48,53.7
227432,S900,Q07,M,31-35,98.55214,84.87,54.9,40.9,43.4,54.4,49.8,52.7,61.6,38.3,57.4,43.3,53.7
228434,S900,Q08,F,22-25,110.6752,66.72,34.5,47.1,51.2,50.2,55.3,34.2,74.6,66.6,62.9,43.4,49.2
230926,Q1,Q01,F,26-30,114.7,108.79,39.7,42.8,43.4,49.5,45.3,42.9,51.2,50,52.7,53.4,44.9
231928,S500,Q04,F,26-30,110.6,125.69,45.7,58.9,62.9,51.2,56,43.8,42.6,44.2,48.4,51.9,53.8
233326,S500,Q04,M,31-35,120.24,108.62,49.8,36.6,52.2,47.9,47,48.2,57.7,52.2,50.2,56.5,53.7
235128,Q1,Q01,F,26-30,70.69,96.36,48.3,50,43.4,45.2,54.7,41.7,55,49.9,42,41.9,44.9
236130,S900,Q11,F,26-30,112.551,126.24,51.4,54.7,43.4,51.2,54.4,50.8,65.5,50,50.2,66.5,53.7
237334,S900,Q11,F,22-25,105.5726,65.78,51.8,55.6,43.4,49.3,47.1,42.4,43.7,54.7,48.4,52.5,51.5
239944,Q3,Q03,F,31-35,110.44,96.39,46,36.6,52.2,43.9,49.8,42.2,74.6,71.6,50.2,57.2,47.7
245333,Q3,Q03,F,31-35,105.12,114.23,53.8,47.2,43.4,51.2,50.5,48.1,54.4,50,48.4,53.9,53.7
246133,Q3,Q03,F,26-30,120.52,87.84,42.5,51,55.7,41.5,40.1,41.4,47,43.9,50.2,38.1,56.2
248339,S900,Q9,M,26-30,140.2298,137.14,60.7,66.6,57.4,54.2,54.7,55.9,42.6,37.9,31.2,30.7,68
249947,Q1,Q01,F,31-35,109.04,110.38,35.6,36.6,43.4,46,40.1,34.2,74.6,71.6,66.8,66.5,37.6
250427,Q1,Q01,F,31-35,114.34,97.76,46.5,54.9,43.4,49.2,44.8,51.3,53.2,57.6,54.2,56.4,54.5
250932,S500,Q05,F,31-35,126.46,90.44,45.9,46.4,52.5,52,52.1,46.1,55,46.3,48.4,37.6,56.2
251833,Q3,Q03,M,31-35,131.02,108.53,44.2,51.4,60.7,46,63.9,47.9,55,52.2,50.2,66.5,37.6
255639,Q1,Q01,F,26-30,101.72,107.7,54,57.2,43.4,46.9,58.7,45.7,55.2,56.4,44.4,46.3,51.2
256540,S500,Q05,F,22-25,89.3,101.16,33.6,46.8,43.4,42.3,44.8,34.2,54.4,66.5,55,56.2,44.9
257542,S900,Q11,F,26-30,113.7274,103.13,47.5,53.8,43.4,49.9,70.4,41.5,62.8,71.6,59,66.5,37.6
257845,S900,Q9,M,26-30,102.0919,75.77,43.2,36.6,43.4,42.7,54.7,34.2,69,71.6,52.1,66.5,37.6
263032,S900,Q9,F,22-25,70.55,94.3,52.5,61.2,43.4,54.4,52.9,55.5,57.3,48.1,55.7,44.9,47.8
263436,S900,Q10,F,31-35,119.5002,84.87,52.4,53.8,43.4,61.5,54.4,49.4,58.7,51.9,48.4,39.9,60.4
268749,S900,Q10,M,26-30,113.4462,137.14,35.1,47.6,43.4,42.9,46.5,34.2,57.1,67.2,60.2,49.3,37.6
268850,S500,Q05,F,22-25,85.73,94.05,37.1,59,62,46.7,50.5,34.2,51.8,67.7,38.4,45.8,44.9
270332,S900,Q07,M,31-35,133.8846,119.1,48.1,44,60.1,49.3,50.1,46.3,57.7,42.1,46.5,62,49.6
275645,S900,Q10,M,22-25,117.5287,106.9,58.5,44.6,43.4,51.4,47.2,62.2,47,53.8,42,58.2,59.1
280739,Q3,Q04,F,31-35,76.3,91.27,28.6,36.6,43.4,48.7,46.5,34.2,51.7,51,57.2,66.5,37.6
280941,S900,Q11,F,26-30,126.6909,124.42,53.3,62,43.4,59.8,54.4,57.6,53.1,46.5,42.9,43.2,58.1
283543,S900,Q9,M,22-25,117.768,118.18,47.5,53.6,43.4,51.2,54.8,42.1,55,60.5,56.4,44.7,47.4
284646,Q3,Q03,M,26-30,83.16,74.67,58,61.5,64.1,45.5,56,53.3,64.5,71.6,56.8,43.7,63.5
285345,S500,Q07,F,31-35,96.66481,73.5,34.5,40.9,53.2,39.1,51.8,38.9,69.6,63.7,48.4,44.4,43.4
285446,S500,Q06,M,31-35,106.4742,137.66,39.2,42.8,59.7,50.7,49.8,45.6,62.8,59.9,50.2,38.8,58.2
286650,S900,Q9,M,26-30,100.0631,137.66,42.4,55.2,43.4,43.7,49.8,46.3,49.2,55.9,50.2,66.5,49.5
287248,MEG2,Q08,F,26-30,94.5528,88.33,43,40.5,43.4,49,52.2,46.1,70.1,63,55.1,59,47.4
289555,S500,Q06,F,31-35,84.16875,75.06,47.5,54.1,43.4,56.5,58.3,49.9,51.9,55.7,50.2,66.5,52.2
290136,S500,Q06,F,26-30,152.0354,141.73,51.3,54.7,51.6,53.5,54.2,48.1,62.5,48.1,63.7,50,52
293748,Q2,Q02,F,31-35,105.41,122.86,44.3,36.6,43.4,49.2,57.5,38.8,52.6,52.2,50.2,54.3,47.7
295146,S900,Q07,F,26-30,75.40257,123.33,53.3,49,61.6,53.9,40.1,49.5,49.4,64.4,65.9,51.1,37.6
297655,S900,Q08,F,31-35,107.2426,93.58,41.6,36.6,52.2,51.2,40.1,45.8,51.1,71.6,48.4,55.7,52
298051,Q2,Q02,F,31-35,110.55,97.23,46.8,55.1,43.4,53.7,48.9,34.2,62.8,60.5,50.2,61.9,49.3
298455,S500,Q06,M,22-25,91.33876,118.18,54.4,42.8,62.4,58,61.1,46.1,35.6,50,42,48.7,53.7
299154,S900,Q11,M,22-25,118.0895,123.33,49,47.1,57,37.4,54.4,38.1,64.5,61.7,58.2,44.4,37.6
300618,S900,Q04,M,22-25,97.35,105.8,42.4,55.5,62.3,49.2,56,44.7,58.2,50,52.6,53.2,47.4
303119,S500,Q05,F,26-30,98.43,98.24,54.8,60.8,75.5,49.3,50.8,48.1,38.9,50,42,50.6,53.7
303624,S500,Q04,M,31-35,121.43,98.63,36,36.6,43.4,43.6,44.8,42.2,60.1,57.7,55.1,66.5,37.6
304020,Q1,Q02,M,31-35,103.36,98.42,35.6,53,57.4,39.4,40.1,45.5,57.1,42.4,50.2,33.7,52
304727,S900,Q9,F,31-35,97.52122,83.22,42.4,36.6,43.4,51.2,52.4,41.8,71.9,62.5,50.2,61.3,37.6
305830,S900,Q10,F,22-25,127.2247,116.46,45,58.4,52.2,44.3,51.7,46.9,57.1,43.3,46.2,57,55.2
307127,Q1,Q02,F,31-35,116.61,112.82,62.3,62.3,56.8,59.8,44.8,58.9,48.9,50,44.4,36.3,63.8
308129,S900,Q11,M,22-25,91.94673,79.15,49.8,53.7,52.2,51.2,50.4,50,36.8,32.1,46.5,47.8,64.9
308331,S500,Q04,M,26-30,99.82,69.7,37.6,42.8,43.4,32.9,40.1,34.2,67.8,71.6,62.1,62,37.6
309636,S900,Q9,F,26-30,126.5039,99.57,47.7,49.7,43.4,52.9,60,49.4,49.6,53.9,48.4,42.8,62.1
310621,S500,Q06,F,31-35,121.2275,126.24,44.5,40.5,43.4,49.6,54.4,45.1,57.1,62.8,60.2,48.7,44.9
311320,S900,Q9,M,26-30,74.52558,97.87,58.4,60.8,66.3,54.9,40.1,60.3,45.5,52,42,39.2,63.8
316633,S500,Q05,F,26-30,132.58,112.32,55.4,50.6,43.4,65.6,54.3,52.5,40.6,50.3,32.9,50.4,43.1
316835,S900,Q10,F,26-30,105.4811,114.51,44.7,42.4,65.2,51,67.4,47.6,62.8,59.8,52.7,52.1,51.6
317332,S900,Q07,M,26-30,105.514,131.89,52.8,43.6,49.8,49.6,55.2,45.6,48.4,45.9,46.2,46.4,49.3
318637,S900,Q9,M,26-30,118.9075,101.27,39.2,36.6,57.5,51.2,40.1,41.7,41.3,42.4,42,45.4,44.9
320826,S900,Q10,F,31-35,106.1998,90.05,52.8,48.9,52.2,59.7,58,48.1,67.8,65.4,50.2,49.8,59.4
321323,S900,Q11,F,31-35,89.5454,63.93,42.1,47.1,43.4,37.6,40.1,34.2,47.5,50.3,55.7,66.5,37.6
322224,S900,Q08,F,31-35,119.6144,100.43,40.1,47.1,43.4,49,54.4,47.6,55,68.2,46.5,66.5,50.3
329440,Q1,Q01,M,26-30,103.88,100.63,52.5,47.1,58.4,51.2,49.8,46.8,60.3,48.1,46.5,59.3,37.6
330324,S900,Q9,M,26-30,117.0281,106.9,52,40.8,52.2,40,40.1,49.9,45.4,36.2,42,66.5,37.6
333330,S900,Q10,F,31-35,104.7666,91.83,50.9,42.8,56,44.5,56.6,45,47.7,40.8,54.2,47.1,61.5
334635,S500,Q05,F,22-25,114.54,65.6,52.8,62.6,56.9,57.6,63.7,49.2,60.1,57.6,50.2,48.7,51
336841,S900,Q08,M,26-30,123.3733,85.5,50.1,44,53.1,51.4,65.2,41.9,59.4,50.7,55.1,66.5,48.2
339847,S500,Q04,F,26-30,114.7,112.46,46,55.6,43.4,32.9,58,34.2,62.5,55.8,54.1,53.6,47.4
341834,S900,Q07,M,26-30,126.7615,136.71,46.8,51.2,52.2,49,60.8,42.3,64.8,58,65.1,55.9,37.6
341935,Q3,Q04,F,26-30,121.41,92.34,54.3,62.3,55.4,63.3,63.9,58.9,40.5,32.9,33.7,38.3,71.8
346137,S900,Q08,M,26-30,97.54559,98.75,36,48.9,43.4,51.4,53.6,44.2,55,68.9,46.5,44.3,44.1
346945,S900,Q07,F,22-25,99.99792,123.33,50.8,62.8,76.3,37.2,46.4,39.5,63.4,51.4,67.8,57.2,53.7
348545,S900,Q10,M,22-25,95.65884,137.14,73.5,68,77.9,65.1,56.8,59.8,53.1,53.9,51.8,51.9,63.8
351938,Q3,Q03,F,22-25,117.03,75.39,41.5,36.6,43.4,37.6,46.4,34.2,70.9,57.6,50.2,57,37.6
352132,S500,Q05,M,26-30,116.6,101.13,67.9,45.5,50.8,46.5,59.4,51,54.4,40.8,48.4,40.1,57.8
352738,S500,Q04,M,31-35,103.96,120.29,52.1,43.6,43.4,56,50.6,43.6,57.1,50.3,55.4,52.1,43.4
353740,S900,Q10,M,22-25,106.6582,134.24,49,47.1,50.8,53.1,46.4,34.2,62.8,63.3,61.9,56.9,37.6
354439,S900,Q11,F,26-30,102.5755,117.3,48.3,43.6,43.4,57.7,62.4,38.5,57.1,71.6,50.2,58.5,47.4
354944,S900,Q12,M,22-25,131.9991,63.02,58.4,58.5,58.6,58.5,48.4,69.5,38.3,54.2,31.2,30,72.6
355239,Q3,Q04,F,26-30,106.09,79.65,43.1,48.1,49.8,46,40.1,39.5,57.1,50,50.2,60.9,37.6
355542,Q1,Q01,F,26-30,105.92,100.65,65.5,63,63.2,59.8,77.3,49.9,52.7,40.8,42,27.7,73
356948,S500,Q04,F,26-30,108.28,103.98,45.2,47.1,43.4,49.6,50.5,44.9,57.1,62.5,52.7,48.7,37.6
358144,S900,Q10,F,26-30,102.9322,141.31,28.6,56.3,43.4,32.9,40.1,34.2,52.6,51.8,52.7,56.1,49.6
361234,S900,Q12,F,31-35,103.1234,75.06,45.1,36.6,43.4,49,47.1,46.1,46.6,42.5,40.2,54.3,47.4
361941,Q3,Q03,M,26-30,118.97,111.58,56.6,59.4,56.2,70.6,58.6,62.4,36.8,30.9,40.3,33.9,65.2
365343,S500,Q06,F,26-30,132.0182,102.2,49.8,40.8,43.4,46,55.9,41.8,55.3,56.4,45,58.6,47.4
366042,S500,Q04,F,26-30,121.88,96.41,48.4,49.4,49.8,61.6,53.4,51.2,49.6,51.4,42,54.4,43.1
366446,Q3,Q03,M,22-25,106.66,80.25,48.7,48.5,43.4,54.4,55.3,45.5,46,56.7,52.8,49.4,37.6
370740,S900,Q03,F,26-30,105.55,105.62,38.7,42.8,43.4,51.2,40.1,34.2,55,57.6,48.4,43.4,43.1
371843,Q3,Q03,F,31-35,106.85,103.44,59.9,63.1,65.8,63.6,57.5,60.5,38.6,37.9,34.4,24.5,80.4
373039,S900,Q12,F,26-30,81.88236,107.94,50.9,59.2,52.2,51.2,46.4,49.4,43.7,48.1,44.4,49.3,57.8
377451,S500,Q05,F,26-30,113.55,105.01,59.3,52.7,53.2,69.4,60.1,57.3,40.1,44,38.4,38,64.9
378857,S900,Q08,F,31-35,115.4572,88.33,44.1,43.3,52.2,52.1,60.2,45.7,58.7,62.5,48.4,52,49.6
379657,S900,Q10,F,26-30,110.8873,96.12,55.6,63.6,55,63.7,69.4,54.3,47,44.5,42,37.7,59.1
380036,S500,Q05,M,26-30,124.94,115.39,57.1,45,55.7,42.1,56,43,55,51.9,45,41.3,53.7
381038,S900,Q08,F,26-30,92.98494,120.69,56.8,59.6,43.4,63.7,64.1,51.2,40.6,50,38.4,50.3,54.9
381543,S900,Q9,F,22-25,97.67724,136.87,43.6,63.1,67.4,44.3,40.1,34.2,70.6,67.2,60.8,62,43.6
382242,S500,Q04,F,31-35,131.62,116.88,49.9,40.5,43.4,51.4,53,46.1,62.8,58.7,57.2,54.2,53.8
382545,S900,Q11,M,31-35,119.9744,117.3,56.6,45,66.3,61.6,58.3,48.1,59.7,58.7,44.4,57.4,50.1
385450,S500,Q05,M,26-30,112.37,100.86,45.6,50.9,60.6,51.2,50.9,57.5,44.8,33.6,40.3,37.6,66.5
386250,S500,Q04,M,22-25,125.96,84.26,60.1,69.8,51.6,63.3,58,62.2,42,42.5,50.2,46.6,66.4
387959,S900,Q10,M,26-30,96.5797,82.24,50.9,45,43.4,51.2,40.1,49.9,64.5,58.5,56.8,57.1,43.1
